"SITUACAO_CC","DURACAO_EMPRESTIMO","HISTORICO_CREDITO","PROPOSITO","TOTAL_CREDITO","POUPANCA","EMPREGADO_DESDE","TAXA_PAGTO","GENERO_ESTADO_CIVIL","DEVEDOR_FIADOR","ANOS_RESIDENCIA","BENS","IDADE","OUTROS_EMPRESTIMOS","HABITACAO","CREDITOS_EXISTENTES","TRABALHO","Number of people being liable to provide maintenance for","TELEFONE","TRABALHADOR_ESTRANGEIRO","Score"
"Não Possui CC",18,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",2404,"menos de 100","1 a 4 anos",2,"mulher (divorciada/separada/casada)","Nenhum",2,"carro ou outro",26,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1262,"desconhecido/sem conta poupança","mais de 7 anos",2,"homem (divorciado/separado)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",49,"Nenhum","próprio",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",6,"créditos existentes pagos devidamente até agora","móveis/equipamentos",4611,"menos de 100","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",32,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","rádio/televisão",1901,"100 a 500","1 a 4 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",29,"Nenhum","aluguel",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",15,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",3368,"mais de 1000","mais de 7 anos",3,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",23,"Nenhum","aluguel",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1574,"menos de 100","1 a 4 anos",4,"masculino (solteiro)","Nenhum",2,"imóvel",50,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Acima de 200",18,"todos os créditos neste banco foram devidamente pagos","rádio/televisão",1445,"desconhecido/sem conta poupança","4 a 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",49,"banco","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Não Possui CC",15,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",1520,"desconhecido/sem conta poupança","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",63,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",24,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",3878,"100 a 500","menos de 1 ano",4,"homem (divorciado/separado)","Nenhum",2,"carro ou outro",37,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",47,"créditos existentes pagos devidamente até agora","carro (novo)",10722,"menos de 100","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",1,"imóvel",35,"Nenhum","próprio",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",48,"créditos existentes pagos devidamente até agora","carro (usado)",4788,"menos de 100","4 a 7 anos",4,"masculino (solteiro)","Nenhum",3,"contrato de poupança/seguro de vida da sociedade de construção",26,"Nenhum","próprio",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","bom"
"0 - 200",48,"atraso no pagamento no passado","outros",7582,"100 a 500","Desempregado",2,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",31,"Nenhum","de graça",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",12,"créditos existentes pagos devidamente até agora","rádio/televisão",1092,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","fiador",4,"imóvel",49,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",24,"atraso no pagamento no passado","rádio/televisão",1024,"menos de 100","menos de 1 ano",4,"homem (casado/viúvo)","Nenhum",4,"imóvel",48,"lojas","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",12,"créditos existentes pagos devidamente até agora","negócios",1076,"menos de 100","1 a 4 anos",2,"homem (casado/viúvo)","Nenhum",2,"imóvel",26,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Não","bom"
"0 - 200",36,"créditos existentes pagos devidamente até agora","carro (usado)",9398,"menos de 100","menos de 1 ano",1,"homem (casado/viúvo)","Nenhum",4,"carro ou outro",28,"Nenhum","aluguel",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",24,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",6419,"menos de 100","mais de 7 anos",2,"mulher (divorciada/separada/casada)","Nenhum",4,"desconhecido/sem propriedade",44,"Nenhum","de graça",2,"gerente / autônomo / funcionário altamente qualificado / diretor",2,"sim, registrado em nome do cliente","Sim","bom"
"Acima de 200",42,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",4796,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",56,"Nenhum","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",48,"conta crítica/outros créditos existentes (não neste banco)","negócios",7629,"desconhecido/sem conta poupança","mais de 7 anos",4,"homem (divorciado/separado)","Nenhum",2,"carro ou outro",46,"banco","próprio",2,"gerente / autônomo / funcionário altamente qualificado / diretor",2,"Nenhum","Sim","bom"
"0 - 200",48,"créditos existentes pagos devidamente até agora","móveis/equipamentos",9960,"menos de 100","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",2,"carro ou outro",26,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",12,"créditos existentes pagos devidamente até agora","carro (usado)",4675,"desconhecido/sem conta poupança","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",20,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",10,"créditos existentes pagos devidamente até agora","carro (novo)",1287,"desconhecido/sem conta poupança","mais de 7 anos",4,"masculino (solteiro)","co-requerente",2,"contrato de poupança/seguro de vida da sociedade de construção",45,"Nenhum","próprio",1,"não qualificado - residente",1,"Nenhum","Não","bom"
"Não Possui CC",18,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2515,"menos de 100","1 a 4 anos",3,"masculino (solteiro)","Nenhum",4,"imóvel",43,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",21,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",2745,"mais de 1000","4 a 7 anos",3,"masculino (solteiro)","Nenhum",2,"carro ou outro",32,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",6,"créditos existentes pagos devidamente até agora","carro (novo)",672,"menos de 100","Desempregado",1,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",54,"Nenhum","próprio",1,"desempregado / não qualificado - não residente",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",36,"nenhum crédito recebido / todos os créditos pagos devidamente","rádio/televisão",3804,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",1,"carro ou outro",42,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Acima de 200",24,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1344,"desconhecido/sem conta poupança","4 a 7 anos",4,"masculino (solteiro)","Nenhum",2,"imóvel",37,"banco","próprio",2,"não qualificado - residente",2,"Nenhum","Sim","ruim"
"Negativa",10,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1038,"menos de 100","4 a 7 anos",4,"masculino (solteiro)","co-requerente",3,"contrato de poupança/seguro de vida da sociedade de construção",49,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",48,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",10127,"500 a 1000","1 a 4 anos",2,"masculino (solteiro)","Nenhum",2,"desconhecido/sem propriedade",44,"banco","de graça",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Não Possui CC",6,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1543,"mais de 1000","1 a 4 anos",4,"homem (divorciado/separado)","Nenhum",2,"imóvel",33,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",30,"créditos existentes pagos devidamente até agora","carro (usado)",4811,"desconhecido/sem conta poupança","4 a 7 anos",2,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",24,"lojas","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","rádio/televisão",727,"100 a 500","menos de 1 ano",4,"homem (casado/viúvo)","Nenhum",3,"desconhecido/sem propriedade",33,"Nenhum","próprio",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","ruim"
"0 - 200",8,"créditos existentes pagos devidamente até agora","móveis/equipamentos",1237,"menos de 100","1 a 4 anos",3,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",24,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",9,"créditos existentes pagos devidamente até agora","carro (novo)",276,"menos de 100","1 a 4 anos",4,"homem (casado/viúvo)","Nenhum",4,"imóvel",22,"Nenhum","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",48,"créditos existentes pagos devidamente até agora","outros",5381,"desconhecido/sem conta poupança","Desempregado",3,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",40,"banco","de graça",1,"desempregado / não qualificado - não residente",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","móveis/equipamentos",5511,"100 a 500","1 a 4 anos",4,"masculino (solteiro)","Nenhum",1,"carro ou outro",25,"lojas","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Acima de 200",24,"créditos existentes pagos devidamente até agora","móveis/equipamentos",3749,"menos de 100","menos de 1 ano",2,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",26,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",12,"créditos existentes pagos devidamente até agora","carro (novo)",685,"menos de 100","4 a 7 anos",2,"homem (casado/viúvo)","Nenhum",3,"carro ou outro",25,"banco","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Acima de 200",4,"créditos existentes pagos devidamente até agora","carro (novo)",1494,"desconhecido/sem conta poupança","menos de 1 ano",1,"masculino (solteiro)","Nenhum",2,"imóvel",29,"Nenhum","próprio",1,"não qualificado - residente",2,"Nenhum","Não","bom"
"Negativa",36,"todos os créditos neste banco foram devidamente pagos","móveis/equipamentos",2746,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",31,"banco","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Negativa",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",708,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","fiador",3,"contrato de poupança/seguro de vida da sociedade de construção",38,"Nenhum","próprio",1,"não qualificado - residente",2,"Nenhum","Sim","bom"
"0 - 200",24,"créditos existentes pagos devidamente até agora","móveis/equipamentos",4351,"desconhecido/sem conta poupança","1 a 4 anos",1,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",48,"Nenhum","próprio",1,"não qualificado - residente",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",12,"conta crítica/outros créditos existentes (não neste banco)","Educação",701,"menos de 100","1 a 4 anos",4,"masculino (solteiro)","Nenhum",2,"carro ou outro",32,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",15,"atraso no pagamento no passado","móveis/equipamentos",3643,"menos de 100","mais de 7 anos",1,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",27,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",30,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",4249,"menos de 100","Desempregado",4,"homem (casado/viúvo)","Nenhum",2,"carro ou outro",28,"Nenhum","próprio",2,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"Nenhum","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","rádio/televisão",1938,"menos de 100","menos de 1 ano",4,"homem (divorciado/separado)","Nenhum",3,"contrato de poupança/seguro de vida da sociedade de construção",32,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","carro (usado)",2910,"menos de 100","4 a 7 anos",2,"masculino (solteiro)","Nenhum",1,"desconhecido/sem propriedade",34,"Nenhum","de graça",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",18,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2659,"mais de 1000","1 a 4 anos",4,"masculino (solteiro)","Nenhum",2,"carro ou outro",28,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",18,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1028,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",3,"imóvel",36,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",8,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",3398,"menos de 100","4 a 7 anos",1,"masculino (solteiro)","Nenhum",4,"imóvel",39,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Não","bom"
"Não Possui CC",12,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",5801,"desconhecido/sem conta poupança","mais de 7 anos",2,"masculino (solteiro)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",49,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","carro (novo)",1525,"mais de 1000","4 a 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",3,"carro ou outro",34,"Nenhum","próprio",1,"funcionário/funcionário qualificado",2,"sim, registrado em nome do cliente","Sim","bom"
"Acima de 200",36,"créditos existentes pagos devidamente até agora","rádio/televisão",4473,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",2,"carro ou outro",31,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"0 - 200",6,"créditos existentes pagos devidamente até agora","rádio/televisão",1068,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",28,"Nenhum","próprio",1,"funcionário/funcionário qualificado",2,"Nenhum","Sim","bom"
"Negativa",24,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",6615,"menos de 100","Desempregado",2,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",75,"Nenhum","de graça",2,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
